epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,229.508,1.28387,1.17696,1.66281,0.85988,0.36466,0.4469,0.29682,1.15662,0.92309,1.58496,0.000940517,0.000940517,0.000940517
64,233.09,1.28055,1.2096,1.66665,0.79782,0.39994,0.44793,0.30249,1.11827,0.88057,1.54053,0.000937767,0.000937767,0.000937767
65,236.528,1.27129,1.21733,1.66465,0.58242,0.48331,0.46904,0.31077,1.15293,0.90343,1.54111,0.000935018,0.000935018,0.000935018
66,240.001,1.29066,1.16356,1.67905,0.80366,0.40938,0.49252,0.3356,1.13359,0.88512,1.54259,0.000932268,0.000932268,0.000932268
67,243.521,1.27965,1.12604,1.6647,0.76965,0.40779,0.43148,0.27542,1.16129,0.97674,1.58839,0.000929518,0.000929518,0.000929518
68,246.993,1.25931,1.16837,1.65381,0.81565,0.383,0.42162,0.26508,1.15978,0.94066,1.58184,0.000926768,0.000926768,0.000926768
69,250.445,1.27769,1.17521,1.65674,0.8327,0.39015,0.49198,0.33956,1.11735,0.89109,1.52685,0.000924019,0.000924019,0.000924019
70,254.094,1.2582,1.1716,1.66404,0.81359,0.38185,0.44503,0.3021,1.11866,0.89694,1.53102,0.000921269,0.000921269,0.000921269
71,257.575,1.21869,1.1095,1.6088,0.80918,0.4102,0.48117,0.32959,1.09973,0.83652,1.51284,0.000918519,0.000918519,0.000918519
72,261.027,1.25483,1.14267,1.63869,0.85325,0.3907,0.5044,0.34624,1.10754,0.86483,1.5151,0.00091577,0.00091577,0.00091577
73,264.526,1.25328,1.1757,1.65754,0.85495,0.39246,0.51784,0.35525,1.07467,0.86183,1.49915,0.00091302,0.00091302,0.00091302
74,268.038,1.23431,1.16297,1.64026,0.82953,0.39649,0.49504,0.34287,1.12451,0.86437,1.51118,0.00091027,0.00091027,0.00091027
75,271.623,1.2629,1.15032,1.64436,0.71125,0.49893,0.52083,0.36114,1.12065,0.85168,1.53385,0.00090752,0.00090752,0.00090752
76,275.227,1.25777,1.17126,1.6539,0.8458,0.38974,0.46682,0.31738,1.09228,0.8705,1.51816,0.000904771,0.000904771,0.000904771
77,278.679,1.26068,1.13201,1.63988,0.82735,0.41651,0.53224,0.36798,1.08673,0.82336,1.49402,0.000902021,0.000902021,0.000902021
78,282.174,1.2365,1.1359,1.62893,0.85071,0.4023,0.50657,0.34885,1.10136,0.83736,1.50539,0.000899271,0.000899271,0.000899271
79,285.606,1.21072,1.08618,1.60635,0.83262,0.42073,0.45808,0.31662,1.08677,0.83704,1.50873,0.000896521,0.000896521,0.000896521
80,289.059,1.22566,1.08775,1.62763,0.82449,0.41152,0.46673,0.32216,1.09891,0.82548,1.50443,0.000893772,0.000893772,0.000893772
81,292.506,1.22802,1.0889,1.61518,0.64541,0.54577,0.51896,0.3691,1.08219,0.7949,1.50471,0.000891022,0.000891022,0.000891022
82,295.998,1.21725,1.15038,1.60908,0.66749,0.55135,0.52246,0.36625,1.07603,0.80069,1.48782,0.000888272,0.000888272,0.000888272
83,299.549,1.23223,1.0865,1.60883,0.84397,0.41539,0.49204,0.34488,1.08399,0.81703,1.4913,0.000885523,0.000885523,0.000885523
84,302.992,1.24712,1.1392,1.63032,0.63731,0.55408,0.55922,0.40969,1.07413,0.81136,1.4803,0.000882773,0.000882773,0.000882773
85,306.52,1.21206,1.12384,1.61562,0.86603,0.41635,0.53708,0.3842,1.08143,0.81012,1.48985,0.000880023,0.000880023,0.000880023
86,309.964,1.21333,1.08198,1.60251,0.65681,0.55175,0.72888,0.55557,1.07116,0.82351,1.4871,0.000877273,0.000877273,0.000877273
87,313.454,1.22432,1.07198,1.60289,0.85555,0.40581,0.65825,0.47996,1.08419,0.82284,1.5059,0.000874524,0.000874524,0.000874524
88,316.961,1.21263,1.09187,1.60225,0.67169,0.53969,0.53764,0.38864,1.05883,0.78992,1.46668,0.000871774,0.000871774,0.000871774
89,320.543,1.20444,1.06557,1.57817,0.83768,0.4213,0.4924,0.34199,1.09026,0.87555,1.50314,0.000869024,0.000869024,0.000869024
90,324.036,1.2164,1.08579,1.58898,0.59263,0.58046,0.53793,0.37851,1.05379,0.77205,1.46934,0.000866274,0.000866274,0.000866274
91,327.545,1.18688,1.13481,1.5883,0.67998,0.53853,0.7255,0.54621,1.08303,0.82299,1.50234,0.000863525,0.000863525,0.000863525
92,331.082,1.17585,1.04109,1.56689,0.85033,0.44634,0.55394,0.40194,1.05866,0.80501,1.47022,0.000860775,0.000860775,0.000860775
93,334.659,1.19434,1.05275,1.57787,0.84839,0.43757,0.72401,0.48698,1.04314,0.77624,1.45092,0.000858025,0.000858025,0.000858025
94,338.241,1.20507,1.06363,1.59424,0.85568,0.43329,0.50147,0.35021,1.04989,0.78767,1.46379,0.000855276,0.000855276,0.000855276
95,341.769,1.19863,1.05113,1.58251,0.86219,0.43726,0.54619,0.39279,1.0361,0.75718,1.44394,0.000852526,0.000852526,0.000852526
96,345.367,1.18856,1.01171,1.58483,0.894,0.406,0.6974,0.507,1.02762,0.7525,1.43027,0.000849776,0.000849776,0.000849776
97,348.868,1.2036,1.02857,1.57524,0.90274,0.4296,0.71965,0.5323,1.01746,0.77706,1.43514,0.000847026,0.000847026,0.000847026
98,352.333,1.15486,0.9984,1.55881,0.85385,0.45364,0.55284,0.38972,1.03483,0.74515,1.44532,0.000844277,0.000844277,0.000844277
99,355.819,1.15451,1.00936,1.55757,0.74428,0.60761,0.62774,0.46034,1.01755,0.73195,1.45214,0.000841527,0.000841527,0.000841527
100,359.284,1.16663,1.03531,1.56102,0.86008,0.45831,0.5979,0.43398,1.03037,0.74975,1.43071,0.000838777,0.000838777,0.000838777
101,362.742,1.18497,1.0425,1.57095,0.88439,0.41535,0.56251,0.40384,1.02676,0.75529,1.43034,0.000836027,0.000836027,0.000836027
102,366.464,1.16853,1.05501,1.55046,0.66152,0.57144,0.579,0.42776,1.00864,0.71033,1.43035,0.000833278,0.000833278,0.000833278
103,369.934,1.16181,1.00548,1.56317,0.85876,0.46725,0.57268,0.41469,1.02745,0.75016,1.4374,0.000830528,0.000830528,0.000830528
104,373.461,1.15141,1.00003,1.54184,0.89735,0.44287,0.56285,0.3951,1.01963,0.72392,1.42545,0.000827778,0.000827778,0.000827778
105,376.961,1.17691,0.99944,1.55848,0.59117,0.59683,0.52178,0.3711,1.03171,0.774,1.43316,0.000825029,0.000825029,0.000825029
106,380.448,1.15405,0.96347,1.53099,0.91574,0.44078,0.53242,0.38427,1.01967,0.71479,1.4204,0.000822279,0.000822279,0.000822279
107,383.979,1.17245,1.01302,1.56653,0.66749,0.57266,0.60242,0.44221,1.00775,0.7279,1.43848,0.000819529,0.000819529,0.000819529
108,387.584,1.13194,0.97729,1.53027,0.9052,0.44546,0.56215,0.41897,0.98844,0.69348,1.40973,0.000816779,0.000816779,0.000816779
109,391.107,1.16768,1.02758,1.54067,0.90237,0.43659,0.5294,0.38814,0.99475,0.70849,1.41595,0.00081403,0.00081403,0.00081403
110,394.59,1.15192,0.99405,1.55072,0.86058,0.42528,0.56126,0.41301,1.02232,0.76527,1.41576,0.00081128,0.00081128,0.00081128
111,398.072,1.14801,0.9709,1.53722,0.64323,0.56989,0.58428,0.44438,0.97828,0.70748,1.40773,0.00080853,0.00080853,0.00080853
112,401.644,1.12951,0.94893,1.51542,0.86275,0.46102,0.53788,0.39545,0.9892,0.70661,1.3993,0.000805781,0.000805781,0.000805781
113,405.128,1.13569,0.96646,1.53478,0.6661,0.5688,0.56957,0.42091,0.99086,0.68218,1.40094,0.000803031,0.000803031,0.000803031
114,408.67,1.14175,0.98306,1.52926,0.64721,0.57254,0.56877,0.42474,0.97111,0.6881,1.38281,0.000800281,0.000800281,0.000800281
115,412.129,1.14853,0.99027,1.5375,0.73727,0.56678,0.58545,0.43899,0.96812,0.66809,1.37884,0.000797531,0.000797531,0.000797531
116,415.537,1.16184,0.99388,1.55572,0.77358,0.5503,0.58773,0.44802,0.96964,0.67419,1.39607,0.000794782,0.000794782,0.000794782
117,419.079,1.16088,0.98105,1.5425,0.73468,0.54399,0.61587,0.46634,0.96714,0.66422,1.38575,0.000792032,0.000792032,0.000792032
118,422.547,1.12867,0.96975,1.53155,0.83473,0.55435,0.60405,0.45629,0.95465,0.66845,1.37125,0.000789282,0.000789282,0.000789282
119,425.995,1.14959,0.97208,1.5242,0.7792,0.57219,0.64467,0.49291,0.95666,0.65157,1.3616,0.000786532,0.000786532,0.000786532
120,429.548,1.14535,0.97046,1.53453,0.75176,0.5917,0.62452,0.46856,0.95752,0.6536,1.37315,0.000783783,0.000783783,0.000783783
121,433.062,1.12837,0.95739,1.52137,0.40135,0.60623,0.60712,0.44561,0.96713,0.6773,1.37546,0.000781033,0.000781033,0.000781033
122,436.533,1.11491,0.93478,1.49978,0.90108,0.46599,0.65639,0.47686,0.9772,0.66376,1.37895,0.000778283,0.000778283,0.000778283
123,440.024,1.12531,0.9432,1.51174,0.88453,0.4928,0.72397,0.56063,0.98078,0.70149,1.39564,0.000775534,0.000775534,0.000775534
124,443.546,1.11996,0.93925,1.50826,0.92172,0.46249,0.57745,0.4358,0.95262,0.64406,1.36965,0.000772784,0.000772784,0.000772784
125,447.018,1.10364,0.93342,1.50993,0.90058,0.4757,0.65763,0.50027,0.94148,0.65593,1.36378,0.000770034,0.000770034,0.000770034
126,450.606,1.12601,0.96424,1.51597,0.48366,0.78226,0.59486,0.44711,0.95267,0.64135,1.35809,0.000767284,0.000767284,0.000767284
127,454.205,1.1281,0.94378,1.5203,0.89904,0.48061,0.61589,0.46609,0.94047,0.65653,1.36307,0.000764535,0.000764535,0.000764535
128,457.731,1.11816,0.94049,1.50701,0.46685,0.74503,0.68765,0.53274,0.94266,0.63713,1.35116,0.000761785,0.000761785,0.000761785
129,461.277,1.10566,0.93059,1.49693,0.84784,0.55018,0.65228,0.52172,0.92162,0.62921,1.34809,0.000759035,0.000759035,0.000759035
130,464.942,1.09561,0.92505,1.49784,0.78608,0.56948,0.62821,0.47403,0.95371,0.67282,1.38031,0.000756285,0.000756285,0.000756285
131,468.436,1.09666,0.8906,1.48018,0.88105,0.56614,0.69447,0.53514,0.93201,0.62031,1.34783,0.000753536,0.000753536,0.000753536
132,471.923,1.09014,0.89348,1.4878,0.74139,0.57387,0.60508,0.4557,0.94015,0.63453,1.35774,0.000750786,0.000750786,0.000750786
133,475.503,1.10299,0.93721,1.47978,0.84065,0.5487,0.64744,0.49887,0.91837,0.61754,1.3463,0.000748036,0.000748036,0.000748036
134,478.974,1.10423,0.90963,1.48121,0.61474,0.81993,0.8012,0.6419,0.91447,0.6217,1.32685,0.000745287,0.000745287,0.000745287
135,482.505,1.11885,0.93677,1.49717,0.49727,0.85607,0.68565,0.52549,0.91297,0.60682,1.32651,0.000742537,0.000742537,0.000742537
136,485.997,1.07672,0.91841,1.47526,0.55211,0.84244,0.74085,0.59009,0.91817,0.61762,1.33386,0.000739787,0.000739787,0.000739787
137,489.527,1.10126,0.93039,1.48803,0.62966,0.79767,0.79169,0.59614,0.92578,0.63807,1.33595,0.000737037,0.000737037,0.000737037
138,493.054,1.09388,0.90591,1.48594,0.63039,0.84029,0.79972,0.65786,0.907,0.59221,1.32972,0.000734288,0.000734288,0.000734288
139,496.687,1.08211,0.91663,1.47703,0.87567,0.55193,0.81598,0.63001,0.90005,0.63769,1.32452,0.000731538,0.000731538,0.000731538
140,500.185,1.06281,0.92142,1.45865,0.70889,0.6593,0.73346,0.58427,0.89895,0.59704,1.31265,0.000728788,0.000728788,0.000728788
141,503.648,1.09842,0.90123,1.48614,0.53175,0.85896,0.82362,0.68411,0.90015,0.60529,1.3226,0.000726038,0.000726038,0.000726038
142,507.243,1.07966,0.91898,1.485,0.66941,0.81036,0.7965,0.63768,0.90607,0.61505,1.32796,0.000723289,0.000723289,0.000723289
143,510.743,1.06331,0.89855,1.46413,0.51757,0.81296,0.79511,0.64206,0.9057,0.6213,1.3184,0.000720539,0.000720539,0.000720539
144,514.265,1.07956,0.88052,1.46484,0.91844,0.54731,0.80577,0.64837,0.895,0.60032,1.31993,0.000717789,0.000717789,0.000717789
145,517.836,1.09187,0.88414,1.49102,0.68137,0.81049,0.80375,0.64427,0.89988,0.59836,1.31364,0.00071504,0.00071504,0.00071504
146,521.309,1.07049,0.85437,1.45396,0.75677,0.80557,0.81014,0.64842,0.87586,0.58693,1.29667,0.00071229,0.00071229,0.00071229
147,524.783,1.07311,0.89816,1.46339,0.92401,0.54054,0.70532,0.54743,0.88775,0.5903,1.30482,0.00070954,0.00070954,0.00070954
148,528.258,1.07158,0.88431,1.45152,0.60562,0.81318,0.80571,0.64535,0.89158,0.59218,1.30466,0.00070679,0.00070679,0.00070679
149,531.883,1.05212,0.90606,1.44452,0.76552,0.76166,0.77812,0.60548,0.88236,0.58228,1.30677,0.000704041,0.000704041,0.000704041
150,535.37,1.0947,0.9064,1.47725,0.84829,0.59885,0.81802,0.64665,0.88569,0.59079,1.30245,0.000701291,0.000701291,0.000701291
151,538.881,1.04306,0.87273,1.4479,0.59144,0.87686,0.86362,0.67872,0.86511,0.56982,1.29532,0.000698541,0.000698541,0.000698541
152,542.526,1.09548,0.91424,1.47152,0.59991,0.86255,0.85475,0.69354,0.88744,0.58376,1.29663,0.000695792,0.000695792,0.000695792
153,546.109,1.07511,0.8823,1.45072,0.53822,0.86959,0.85242,0.68826,0.88617,0.57412,1.30529,0.000693042,0.000693042,0.000693042
154,549.605,1.08379,0.88481,1.46572,0.6995,0.86498,0.83336,0.70271,0.87305,0.58851,1.30123,0.000690292,0.000690292,0.000690292
155,553.199,1.05296,0.87704,1.44923,0.6448,0.8551,0.8554,0.66099,0.8708,0.58232,1.28954,0.000687542,0.000687542,0.000687542
156,556.724,1.04883,0.83957,1.4391,0.81242,0.84908,0.85371,0.7175,0.8658,0.56763,1.29125,0.000684793,0.000684793,0.000684793
157,560.271,1.06313,0.8332,1.43685,0.76718,0.78502,0.82232,0.66689,0.86755,0.56794,1.28206,0.000682043,0.000682043,0.000682043
158,563.872,1.05599,0.8683,1.44042,0.76576,0.84065,0.85785,0.69367,0.87055,0.56853,1.27452,0.000679293,0.000679293,0.000679293
159,567.399,1.0457,0.8647,1.43682,0.77576,0.80479,0.84631,0.69017,0.8617,0.55589,1.27537,0.000676543,0.000676543,0.000676543
160,570.931,1.04532,0.85603,1.43886,0.61287,0.86496,0.85829,0.70713,0.85184,0.55261,1.26934,0.000673794,0.000673794,0.000673794
161,574.437,1.04948,0.8632,1.44164,0.6441,0.86844,0.86207,0.68651,0.8591,0.56,1.27756,0.000671044,0.000671044,0.000671044
162,577.921,1.03527,0.86383,1.43145,0.72051,0.80857,0.84958,0.67687,0.85572,0.5499,1.263,0.000668294,0.000668294,0.000668294
163,581.465,1.04737,0.86418,1.4404,0.77927,0.79321,0.85305,0.68115,0.84192,0.54063,1.26023,0.000665545,0.000665545,0.000665545
164,585.026,1.02815,0.85479,1.41628,0.84033,0.78561,0.8316,0.68112,0.84044,0.53942,1.26188,0.000662795,0.000662795,0.000662795
165,588.567,1.03097,0.83784,1.41734,0.65878,0.84824,0.83936,0.6688,0.84101,0.5343,1.25675,0.000660045,0.000660045,0.000660045
166,592.066,1.01773,0.85332,1.40665,0.70337,0.81564,0.8511,0.70119,0.83019,0.52346,1.24143,0.000657295,0.000657295,0.000657295
167,595.643,1.04264,0.84468,1.42215,0.7428,0.85057,0.84909,0.70242,0.82989,0.53931,1.25005,0.000654546,0.000654546,0.000654546
168,599.152,1.05271,0.83935,1.433,0.71126,0.80647,0.84073,0.69501,0.81833,0.52754,1.2414,0.000651796,0.000651796,0.000651796
169,602.728,1.02421,0.82637,1.41661,0.75154,0.79621,0.83261,0.68773,0.83397,0.51874,1.24762,0.000649046,0.000649046,0.000649046
170,606.238,1.0467,0.84871,1.43357,0.78534,0.80585,0.828,0.662,0.82801,0.53025,1.24535,0.000646296,0.000646296,0.000646296
171,609.817,1.00639,0.81426,1.40108,0.80247,0.801,0.825,0.66023,0.82067,0.52225,1.23929,0.000643547,0.000643547,0.000643547
172,613.318,1.03791,0.82001,1.4186,0.85103,0.84552,0.86966,0.70907,0.82113,0.53257,1.24031,0.000640797,0.000640797,0.000640797
173,616.817,1.00676,0.79225,1.39904,0.81365,0.80711,0.82696,0.66105,0.82035,0.52781,1.23593,0.000638047,0.000638047,0.000638047
174,620.293,1.01801,0.81903,1.41054,0.76356,0.87487,0.86905,0.7095,0.82019,0.53114,1.24004,0.000635298,0.000635298,0.000635298
175,623.793,0.98984,0.80422,1.38822,0.57623,0.87767,0.8737,0.72251,0.79058,0.51362,1.2197,0.000632548,0.000632548,0.000632548
176,627.325,1.02594,0.82204,1.41201,0.65879,0.82451,0.7589,0.62314,0.80556,0.51129,1.22833,0.000629798,0.000629798,0.000629798
177,630.912,1.02154,0.82347,1.41605,0.54999,0.88844,0.85837,0.71233,0.80506,0.51654,1.23134,0.000627048,0.000627048,0.000627048
178,634.407,1.01534,0.80678,1.40578,0.85541,0.8646,0.87704,0.71757,0.80581,0.50829,1.22728,0.000624299,0.000624299,0.000624299
179,637.897,1.00821,0.79353,1.40526,0.80871,0.88242,0.8799,0.73148,0.80202,0.49641,1.22325,0.000621549,0.000621549,0.000621549
180,641.513,1.03511,0.80688,1.40777,0.83932,0.86505,0.88102,0.73031,0.8025,0.51275,1.22506,0.000618799,0.000618799,0.000618799
181,645.015,0.99104,0.81042,1.40218,0.66132,0.87609,0.78049,0.63056,0.79191,0.50272,1.21925,0.000616049,0.000616049,0.000616049
182,648.511,1.01842,0.80186,1.40324,0.80506,0.86109,0.86567,0.70181,0.79714,0.5061,1.22056,0.0006133,0.0006133,0.0006133
183,652.121,1.00517,0.79721,1.39956,0.80304,0.79771,0.84623,0.68438,0.80122,0.50274,1.22104,0.00061055,0.00061055,0.00061055
184,655.626,1.00406,0.79934,1.39792,0.7945,0.86303,0.8782,0.70596,0.79686,0.50893,1.21561,0.0006078,0.0006078,0.0006078
185,659.224,0.99171,0.80192,1.38433,0.76278,0.8124,0.85371,0.68738,0.78165,0.48996,1.20617,0.000605051,0.000605051,0.000605051
186,662.715,0.98406,0.76289,1.3755,0.92502,0.84308,0.87878,0.70855,0.77795,0.49013,1.20653,0.000602301,0.000602301,0.000602301
