epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,1123.5,1.14857,1.00988,1.5705,0.55333,0.79742,0.77193,0.58951,0.98674,0.71855,1.4299,0.000833828,0.000833828,0.000833828
128,1132.28,1.14983,0.99481,1.55346,0.46549,0.81479,0.7635,0.60331,0.98066,0.70888,1.41529,0.000831628,0.000831628,0.000831628
129,1141.01,1.16783,0.98777,1.57152,0.65606,0.55411,0.54551,0.38872,1.01971,0.78465,1.46144,0.000829428,0.000829428,0.000829428
130,1149.96,1.13339,0.95798,1.56002,0.43022,0.73952,0.62839,0.47868,0.98585,0.70103,1.43201,0.000827228,0.000827228,0.000827228
131,1158.72,1.13134,0.9593,1.56087,0.42338,0.80566,0.74597,0.54929,0.9778,0.70349,1.45497,0.000825029,0.000825029,0.000825029
132,1167.37,1.12958,0.95706,1.53592,0.45785,0.76022,0.73959,0.58549,0.96163,0.67598,1.38971,0.000822829,0.000822829,0.000822829
133,1176,1.1565,0.9725,1.56868,0.57635,0.60138,0.78255,0.61521,0.98585,0.67929,1.41275,0.000820629,0.000820629,0.000820629
134,1184.83,1.15902,0.98915,1.55897,0.55091,0.7924,0.75982,0.57491,1.00881,0.7358,1.43824,0.000818429,0.000818429,0.000818429
135,1193.5,1.1269,0.99078,1.55381,0.88653,0.48953,0.55831,0.41665,0.95519,0.68296,1.40027,0.000816229,0.000816229,0.000816229
136,1202.11,1.11338,0.94852,1.5364,0.89756,0.48666,0.55359,0.41823,0.94487,0.67327,1.39376,0.00081403,0.00081403,0.00081403
137,1210.86,1.10863,0.95814,1.50848,0.89309,0.49506,0.56964,0.42569,0.9577,0.68817,1.38439,0.00081183,0.00081183,0.00081183
138,1219.45,1.12119,0.95741,1.53218,0.57739,0.83068,0.79856,0.63522,0.95866,0.67482,1.38842,0.00080963,0.00080963,0.00080963
139,1228.09,1.11092,0.97179,1.51245,0.51609,0.82699,0.791,0.64768,0.96839,0.6815,1.38854,0.00080743,0.00080743,0.00080743
140,1236.71,1.1115,0.92854,1.50882,0.56187,0.8687,0.80977,0.63622,0.96078,0.64481,1.38812,0.000805231,0.000805231,0.000805231
141,1245.28,1.13136,0.94754,1.52493,0.58488,0.81389,0.81083,0.64903,0.92683,0.64282,1.35801,0.000803031,0.000803031,0.000803031
142,1253.91,1.11748,0.91629,1.52095,0.72061,0.62552,0.62281,0.48348,0.93668,0.63746,1.36144,0.000800831,0.000800831,0.000800831
143,1262.54,1.12351,0.96012,1.53313,0.53028,0.81889,0.76564,0.58769,0.95417,0.63618,1.37682,0.000798631,0.000798631,0.000798631
144,1271.12,1.13667,0.9659,1.53064,0.5771,0.62956,0.81169,0.6491,0.93442,0.6342,1.36745,0.000796431,0.000796431,0.000796431
