type,properties,id,yolo_pred,Confidence,Area_sqm,Perimeter_m,centroid_x,centroid_y,neighbor_mean_area,neighbor_mean_perimeter,neighbor_mean_conf,neighbor_majority_class,spatial_cluster_id
Feature,"{ ""height"": 3.3377964496612549, ""confidence"": -1.0 }",7536,3,0.8135,129.34147233554495,48.22573478114983,431501.90843095677,4622694.255450432,131.11668245061387,47.28062466172987,0.7132799999999999,3,3
Feature,"{ ""height"": 4.5659594535827637, ""confidence"": -1.0 }",7539,3,0.9149,203.1844549195161,75.7164468919423,431312.91252754966,4622900.472784541,249.74057449630763,71.98702578259739,0.74816,3,3
Feature,"{ ""height"": 3.5702159404754639, ""confidence"": -1.0 }",7540,3,0.7104,192.6777267462398,60.52945684965008,431283.76104298595,4621808.293697639,208.18468247298452,58.84463782213369,0.87142,3,3
Feature,"{ ""height"": 4.0427274703979492, ""confidence"": -1.0 }",7546,2,0.7605,272.38481048764623,73.49341689087314,430594.2750755789,4623010.812903859,992.6743837609089,112.50041789252225,0.6898,2,3
Feature,"{ ""height"": 6.1369571685791025, ""confidence"": -1.0 }",7555,3,0.9085,349.85800637880976,81.91327185593252,430017.92685335473,4620265.413798667,119.55483512419043,43.650244238399765,0.76512,3,3
Feature,"{ ""height"": 3.9826438426971431, ""confidence"": -1.0 }",7578,3,0.8744,282.75691147954115,70.92781659545214,433458.4661914478,4621125.434937847,168.36584607836497,54.227736876747976,0.82796,3,0
Feature,"{ ""height"": 4.9891519546508789, ""confidence"": -1.0 }",7613,3,0.6274,151.24813598173142,49.194104015900415,428846.5292353431,4618022.593914943,163.0647871054328,53.71273641578375,0.8174199999999999,3,1
Feature,"{ ""height"": 4.3362722396850586, ""confidence"": -1.0 }",7623,3,0.9669,276.0008354624195,73.64599137326704,426948.6881552656,4614914.382123365,231.24110404388566,67.12026718029976,0.82082,3,1
Feature,"{ ""height"": 6.0625, ""confidence"": -1.0 }",7628,3,0.8771,566.4710262579356,144.93344913967235,433014.8456110776,4619954.566343643,207.60977617730842,61.24880434201024,0.8719999999999999,3,0
Feature,"{ ""height"": 3.8636147975921631, ""confidence"": -1.0 }",7637,3,0.8276,105.02790763034209,44.05991642062225,431540.21141561156,4621142.707222315,158.57646039651962,49.6724300676462,0.6969,3,3
Feature,"{ ""height"": 4.6188511848449707, ""confidence"": -1.0 }",7652,3,0.8413,168.2689800298307,54.27566853613203,430692.2767936114,4619857.269565926,119.79946985250751,41.94581703397695,0.83546,3,3
Feature,"{ ""height"": 6.764040470123291, ""confidence"": -1.0 }",7657,2,0.8771,1306.276301301797,169.89723001955053,430385.06682567275,4620689.820748546,823.4148439823846,102.87608443987476,0.78614,3,2
Feature,"{ ""height"": 4.5244417190551758, ""confidence"": -1.0 }",7659,3,0.7123,153.09656233250274,57.65890696114958,430141.9251180935,4622282.472957605,104.08104216579366,44.066661849958614,0.86564,3,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7669,3,0.8114,696.4691461684226,137.75691206799902,429725.0160326292,4623257.492329347,327.1227307727298,87.13990549216378,0.76108,2,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7676,2,0.7548,1824.8105898097656,211.20739365889983,429026.413670153,4621531.650029182,128.1752047746611,52.934612197973344,0.81616,3,2
Feature,"{ ""height"": 5.4242920875549316, ""confidence"": -1.0 }",7690,3,0.7621,211.81520655311857,62.167702622040025,433552.2229486583,4620819.199247435,259.14368515984285,69.30942585201632,0.77662,3,0
Feature,"{ ""height"": 7.3272485733032227, ""confidence"": -1.0 }",7703,3,0.8561,111.53830429128077,51.602068682265255,431424.3663074118,4621377.423293423,206.5855702047648,65.80660030559586,0.7550600000000001,3,3
Feature,"{ ""height"": 4.5753474235534668, ""confidence"": -1.0 }",7704,3,0.7613,131.97302878367347,46.55321829763385,431401.65433927637,4620818.175291899,122.00842463207375,43.03528889275978,0.74434,3,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7710,3,0.7978,122.06117172339854,44.50426753477328,430869.5343563657,4621862.61606858,212.30324790750888,64.61393809323214,0.80264,3,3
Feature,"{ ""height"": 3.9721393585205083, ""confidence"": -1.0 }",7725,3,0.875,49.78199383798218,32.21568126980005,429863.26433372695,4621353.683786262,121.61548025031183,44.15368583139478,0.7706599999999999,3,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7731,3,0.782,33.832440535607994,25.103707072968,429039.3596267234,4619548.0773278875,142.68833577016773,50.21834748035658,0.8199400000000001,3,1
Feature,"{ ""height"": 5.8613886833190918, ""confidence"": -1.0 }",7745,3,0.9316,372.4156811019746,84.5839375326119,433421.8042705058,4619759.669574187,226.06713955453392,62.283860830793216,0.86642,3,0
Feature,"{ ""height"": 5.0321507453918457, ""confidence"": -1.0 }",7752,3,0.8204,223.5645709259064,65.7163284884028,432605.85173600225,4620535.824212067,191.69492684040955,60.74285827443405,0.83288,3,0
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7760,3,0.547,62.150782758735566,31.617016323929953,431601.52232118667,4619889.149709418,109.60890758624109,41.065324769808775,0.7767,3,3
Feature,"{ ""height"": 3.2149207592010498, ""confidence"": -1.0 }",7762,3,0.7958,127.77686797381736,51.20684192758847,431425.2376169518,4621994.54074487,190.92285851869994,58.16648672114231,0.84304,3,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7769,2,0.6421,148.27143140342662,50.77373196024648,430600.68404776626,4622814.500520311,1163.6298792613968,118.32170157262019,0.7012,3,3
Feature,"{ ""height"": 3.2881662845611572, ""confidence"": -1.0 }",7791,3,0.7504,218.86311660590215,65.79746741814292,428964.9932828181,4618321.909232201,128.52244779782708,47.63382961041589,0.8150599999999999,3,1
Feature,"{ ""height"": 4.6758618354797363, ""confidence"": -1.0 }",7803,3,0.8867,172.36477449749793,60.78685865877995,427485.2972088398,4619003.039458689,174.37362907886057,54.8102910359522,0.8688800000000001,3,1
Feature,"{ ""height"": 3.631477832794189, ""confidence"": -1.0 }",7827,2,0.6867,284.1768537864463,73.97333749079868,431467.32911287,4620241.7248439845,123.94922496293626,45.984464281792086,0.7842399999999999,3,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7845,3,0.8645,177.33355229302853,60.54577640037595,430087.8204706579,4621852.774447347,88.2297759050208,38.69990847580861,0.68582,3,3
Feature,"{ ""height"": 3.6221895217895512, ""confidence"": -1.0 }",7849,3,0.7538,202.72431750231996,60.52407467138491,430033.60639986524,4620126.880687677,128.50961321360248,44.17183634452088,0.7545000000000001,3,3
Feature,"{ ""height"": 5.239619255065918, ""confidence"": -1.0 }",7857,3,0.9054,171.68247821686847,55.41828635802162,429574.5401534762,4622220.877395389,121.91465985945528,44.14914583386632,0.8138799999999999,3,3
Feature,"{ ""height"": 4.7813100814819345, ""confidence"": -1.0 }",7865,3,0.7895,103.09615031766558,40.974538955534086,428059.95094516117,4616476.386021169,131.7650387901129,48.529881164387476,0.74632,3,1
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7869,3,0.7432,50.20062877034983,29.87931845250993,427345.29403420666,4615288.302629397,272.5886947694393,75.03598800465642,0.88842,3,1
Feature,"{ ""height"": 3.9251701831817623, ""confidence"": -1.0 }",7870,3,0.8953,152.911132301395,54.611345248717086,426814.8402479007,4615197.30437903,255.85904467609058,70.92719640520977,0.8351399999999998,3,1
Feature,"{ ""height"": 8.722325325012207, ""confidence"": -1.0 }",7876,1,0.5523,160.10792730773315,57.89569479545835,432252.620553651,4622381.420415037,602.7641896356047,109.74395559454635,0.7070399999999999,2,0
Feature,"{ ""height"": 4.7055797576904297, ""confidence"": -1.0 }",7892,2,0.8842,731.8811113767206,123.72715526823974,430743.1021386935,4623158.179935278,2690.6970394404316,213.47866776431596,0.74356,2,3
Feature,"{ ""height"": 4.3519940376281738, ""confidence"": -1.0 }",7930,3,0.8229,129.32224099697362,46.96635536969282,432448.64085840585,4620474.638390762,167.48893990762167,56.15548219503948,0.7393400000000001,3,0
Feature,"{ ""height"": 5.6067523956298828, ""confidence"": -1.0 }",7948,3,0.8433,104.39458815663647,40.87113009760633,429728.2303163787,4618559.276877726,94.14956045925722,41.59539302613913,0.7259800000000001,3,1
Feature,"{ ""height"": 6.1141533851623526, ""confidence"": -1.0 }",7952,3,0.7893,117.60574067874592,43.59785162936499,429588.81493775843,4622106.198140804,130.0632035922845,46.55795047799953,0.8481799999999999,3,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7962,3,0.9126,322.03838134872944,77.02145767620186,427977.0614175691,4617194.50507386,267.03876843191995,77.59252709074204,0.8209399999999999,3,1
Feature,"{ ""height"": 3.6507449150085449, ""confidence"": -1.0 }",7997,3,0.9393,209.6123196970972,64.12916985719676,430309.5662423099,4621475.379696641,237.6824894528135,61.13122988405526,0.77862,3,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",7998,1,0.8652,36.50608049191766,44.472389630961715,430277.0642674277,4617570.144339117,209.6194619824686,58.52175257499107,0.67694,3,1
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",8032,3,0.5572,414.7379620201639,89.13104166596555,433311.2894696062,4622002.788459954,181.3143942625827,63.99727939351594,0.84482,3,0
Feature,"{ ""height"": 5.1756258010864258, ""confidence"": -1.0 }",8040,3,0.5539,534.6142265699086,107.6547089661379,432617.1994177063,4622448.381461303,777.9805259972492,138.10336045475685,0.80044,2,0
Feature,"{ ""height"": 8.3575544357299805, ""confidence"": -1.0 }",8054,0,0.944,1056.907286518588,155.20394598547347,430873.6806848156,4619059.614822609,656.806201731862,114.56701163066047,0.7663800000000001,3,1
Feature,"{ ""height"": 3.16273021697998, ""confidence"": -1.0 }",8065,3,0.6778,210.0404065748128,64.79715713292916,429896.82027705177,4620808.155893734,177.97900031229224,56.47944116718894,0.8622799999999999,3,3
Feature,"{ ""height"": 6.1159296035766602, ""confidence"": -1.0 }",8074,0,0.5922,230.95047234428728,62.78144839454096,429520.43452346243,4618581.415946925,156.82870193359665,56.05315794120334,0.7491,3,1
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",8078,3,0.812,138.46948860087477,53.72290687986929,428764.2320288219,4619633.471136304,171.8868438451855,54.54725962051415,0.75158,3,1
Feature,"{ ""height"": 5.0020895004272461, ""confidence"": -1.0 }",8094,3,0.7983,308.4807455741545,76.26588664648632,433258.9900470959,4620504.810569985,241.2181637399056,71.46596516818798,0.8392,3,0
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",8099,3,0.6929,39.65720164060686,25.37591672980067,431683.0834889457,4620439.142117309,176.05826442678799,56.619582233708215,0.7746000000000001,3,3
Feature,"{ ""height"": 3.9512815475463863, ""confidence"": -1.0 }",8103,3,0.836,254.45565035983455,67.64242588485693,431314.0332625791,4622455.704037962,186.3665035654904,58.85119591516561,0.72976,3,3
Feature,"{ ""height"": 5.1621041297912598, ""confidence"": -1.0 }",8106,3,0.8371,324.12608289112103,73.91735736842976,431251.66007430886,4623152.266674414,310.128739007527,79.15818228267398,0.8055800000000002,3,3
Feature,"{ ""height"": 3.3645627498626709, ""confidence"": -1.0 }",8108,3,0.8656,151.0556526859056,54.96811217981107,430793.50915559166,4619919.864260692,128.2711751642777,43.55996488128462,0.8436199999999999,3,3
Feature,"{ ""height"": 3.603442907333374, ""confidence"": -1.0 }",8114,3,0.8311,158.41235386259942,53.00117218750216,430176.45219326223,4620810.496446391,353.8923359393246,67.60008563512534,0.8046599999999999,3,3
Feature,"{ ""height"": 3.5073261260986333, ""confidence"": -1.0 }",8117,3,0.6121,81.39344785753573,36.92977646070558,429960.11221757927,4617553.596585093,307.73873473494814,78.60025259138858,0.78118,3,1
Feature,"{ ""height"": 5.7272038459777832, ""confidence"": -1.0 }",8118,3,0.7987,262.79133154831504,67.47050575394952,429972.9984732622,4617664.5033413805,265.613610119122,71.98729216725808,0.71794,3,1
Feature,"{ ""height"": 3.8793349266052242, ""confidence"": -1.0 }",8128,3,0.8538,277.32669547997347,89.48408242524458,429598.2908653107,4620505.235281448,107.11873131699329,39.5600271762948,0.7106800000000001,3,3
Feature,"{ ""height"": 4.9855747222900391, ""confidence"": -1.0 }",8132,3,0.5468,116.7490415275536,44.3870646552014,429486.5381022008,4623110.219351641,84.32163988479267,37.27609183528568,0.77036,3,3
Feature,"{ ""height"": 4.5315113067626953, ""confidence"": -1.0 }",8151,3,0.871,178.19624547404658,61.409108619269674,427220.48511650204,4618988.625645022,195.8021511284703,58.6425092817964,0.81996,3,1
Feature,"{ ""height"": 3.9964900016784672, ""confidence"": -1.0 }",8155,3,0.8093,141.21017736184405,49.96051839431755,433477.00471735053,4621421.9093642775,981.9152035070323,146.0321409032975,0.81744,3,0
Feature,"{ ""height"": 5.3710999488830566, ""confidence"": -1.0 }",8156,3,0.6201,284.53706175363146,68.74686706163911,433368.6367488553,4620646.60225869,271.8069728647544,74.55121331304801,0.8534599999999999,3,0
Feature,"{ ""height"": 3.5192916393280029, ""confidence"": -1.0 }",8161,2,0.7579,391.5924779900665,82.38822789376059,432147.7510044024,4622315.476482428,225.69531432906638,63.73876222578234,0.65212,3,0
Feature,"{ ""height"": 5.4272994995117188, ""confidence"": -1.0 }",8177,3,0.8035,33.32652444192526,23.133764553072744,431211.7839355812,4622755.973739091,231.72141510725191,66.2122225686626,0.7942199999999999,3,3
Feature,"{ ""height"": 3.8839254379272461, ""confidence"": -1.0 }",8181,3,0.7982,140.91478196715906,50.77651972363389,430982.8103866177,4621045.2520543495,133.666314939605,46.79952016910791,0.75244,3,3
Feature,"{ ""height"": 4.017634391784668, ""confidence"": -1.0 }",8182,3,0.9102,115.14657951764256,42.93866816806435,430787.52328620374,4621416.925705454,157.67507142281184,56.76598261614238,0.7676000000000001,3,3
Feature,"{ ""height"": 4.291560173034668, ""confidence"": -1.0 }",8183,3,0.6915,96.95036282645712,41.60925731887459,430756.198454207,4621543.391044496,214.7527492033576,57.498836131343616,0.7706200000000001,3,3
Feature,"{ ""height"": -1.0, ""confidence"": -1.0 }",8189,3,0.831,317.89795429901693,72.64575780984335,430029.9782735477,4622895.368204078,175.25869511519838,55.117915374651474,0.64886,3,3
Feature,"{ ""height"": 3.6646914482116699, ""confidence"": -1.0 }",8194,3,0.7704,100.3481563286476,40.069641155046114,429682.3655500003,4620658.771060441,173.96696929030855,57.31217186226992,0.7783599999999999,3,3
Feature,"{ ""height"": 3.399855375289917, ""confidence"": -1.0 }",8197,3,0.6205,68.03965573883293,34.467874685694085,429517.81464203296,4621425.280135477,157.98467031390615,54.16087782855052,0.7947599999999999,3,3
Feature,"{ ""height"": 5.4562563896179199, ""confidence"": -1.0 }",8242,3,0.5633,142.21233182653862,49.39341277862749,431281.14308211504,4620660.907898221,131.53364830333152,45.41782134624332,0.7821400000000001,3,3
Feature,"{ ""height"": 4.5390415191650391, ""confidence"": -1.0 }",8253,3,0.8502,184.01233139482795,55.643908377899855,430280.8525853881,4621920.749478485,170.23152956965106,56.89682376410595,0.78472,3,3
Feature,"{ ""height"": 6.0759143829345703, ""confidence"": -1.0 }",8290,3,0.8751,234.48472469447273,65.85470182475757,432107.10179547966,4620486.159606881,210.47265387379156,63.14772949725862,0.75406,3,0
Feature,"{ ""height"": 4.6083073616027832, ""confidence"": -1.0 }",8308,3,0.8246,238.16405870550773,67.6122400538341,430505.02381390193,4622779.841635202,473.83514131794465,77.3040804638567,0.71646,3,3
Feature,"{ ""height"": 4.5504145622253418, ""confidence"": -1.0 }",8313,3,0.8719,227.11489174344717,63.909819402438266,430059.3992204417,4617544.976701871,278.5944459577658,73.20424400304206,0.7292200000000001,3,1
Feature,"{ ""height"": 3.852367639541626, ""confidence"": -1.0 }",8335,3,0.8035,178.03788988001315,61.633997235149415,427885.479609273,4618750.609263915,142.1902085425816,51.861422650429006,0.70174,3,1
Feature,"{ ""height"": 3.012866735458374, ""confidence"": -1.0 }",8360,3,0.8999,96.1784868252189,40.291963043868265,430346.952913854,4621528.503069944,260.3692560271892,65.89867124672095,0.7865,3,3
Feature,"{ ""height"": 4.5895686149597168, ""confidence"": -1.0 }",8376,3,0.7337,318.7039564581693,71.95470372429703,429594.52893536777,4620825.524896592,107.29143194814078,41.942842692014935,0.8231200000000001,3,3
Feature,"{ ""height"": 3.8264713287353511, ""confidence"": -1.0 }",8394,3,0.882,229.7984246727972,68.05026747214188,433395.83380694507,4622092.851224079,125.3412909748987,47.12913958676467,0.8006,3,0
Feature,"{ ""height"": 4.6647887229919434, ""confidence"": -1.0 }",8409,3,0.847,70.65003616803631,33.621744865584866,431119.6144404011,4622341.198033207,205.70224604682485,61.560475682976836,0.86372,3,3
