type,properties,id,yolo_pred,Confidence,annotation_type,Area_sqm,Perimeter_m,centroid_x,centroid_y,neighbor_mean_area,neighbor_mean_perimeter,neighbor_mean_conf,neighbor_majority_class,spatial_cluster_id
Feature,"{ ""height"": 4.7419772148132324, ""confidence"": 0.98659998178482011 }",1044,3,0.9098,3.0,198.52840267609756,57.522065402941365,439328.37370752735,4461448.958191011,180.06596142937383,56.323020789987424,0.88766,3,3
Feature,"{ ""height"": 2.0132508277893062, ""confidence"": 0.99379998445510809 }",1065,3,0.8973,3.0,117.15560316854862,56.0140418603508,438557.8706481598,4461641.011165969,156.50399228950292,57.43999053154778,0.78762,3,3
Feature,"{ ""height"": 1.545649528503418, ""confidence"": 0.89679998159408503 }",1115,3,0.8676,3.0,168.9718301480811,63.91347231408183,438703.38700965967,4461704.971138492,105.56081025720326,49.61650800812163,0.9049399999999999,3,3
Feature,"{ ""height"": 4.294161319732666, ""confidence"": 0.99959999322891213 }",1149,3,0.9174,3.0,278.9755188149402,73.90689184246658,439879.9034607161,4462163.966537684,190.24395703952098,60.97298354829525,0.72258,3,2
Feature,"{ ""height"": 5.645909309387207, ""confidence"": 0.99210000038146906 }",1173,3,0.9181,3.0,325.8143524312674,74.1901638849163,439809.50839523185,4461270.2096707495,205.62957617714142,57.61424675227389,0.712,3,1
Feature,"{ ""height"": 2.6744792461395259, ""confidence"": 0.98659998178482011 }",1176,3,0.8572,3.0,158.94331109667812,50.75780019977154,439418.3515176186,4461653.01571689,130.84468146338392,48.76484713129115,0.7594,3,3
Feature,"{ ""height"": 4.245030403137207, ""confidence"": 0.99870002269744806 }",1211,3,0.9254,3.0,239.47161905925887,64.18049363708421,438777.4011283032,4461910.615313511,128.22592622836288,48.85634554152834,0.8741199999999999,3,0
Feature,"{ ""height"": 4.9002790451049805, ""confidence"": 0.98610001802444402 }",1251,3,0.8955,3.0,222.60179891836736,66.18574992691735,440619.5649664334,4461183.16795252,395.3681637076239,87.47797710687664,0.47956000000000004,3,2
Feature,"{ ""height"": 6.4712796211242685, ""confidence"": 0.99479997158050504 }",1270,0,0.4805,3.0,975.0817648350592,144.590461030328,440346.22650568193,4461172.514687732,244.8721705242856,71.79703488619452,0.5625600000000001,3,1
Feature,"{ ""height"": 4.240668773651123, ""confidence"": 0.99659997224807706 }",1274,3,0.9191,2.0,213.4955242992822,62.56513078653438,439422.5214240581,4461084.880448131,168.5313960687266,54.12757809055913,0.7521000000000001,3,3
Feature,"{ ""height"": 3.0288889408111568, ""confidence"": 0.95319998264312711 }",1283,3,0.6339,2.0,23.26637531119504,19.561191268978448,440086.7046788478,4461690.024643184,195.62494001496643,56.4388961246127,0.71122,3,4
Feature,"{ ""height"": 2.7862632274627681, ""confidence"": 0.96590000391006403 }",1290,3,0.24,3.0,107.72425019907584,53.05084415338921,438711.9719859444,4461409.124029024,124.32960682865992,47.76261777455991,0.65018,3,3
Feature,"{ ""height"": 2.362098217010498, ""confidence"": 0.97469997406005804 }",1303,2,0.1352,3.0,153.07672950910353,66.24610556156524,440343.1415844785,4461914.387868048,220.64242925542618,61.662096606991966,0.55936,3,2
Feature,"{ ""height"": 5.5707364082336435, ""confidence"": 0.98699998855590809 }",1376,3,0.1985,3.0,373.8976272017122,80.53521425911885,440360.2349016512,4461323.110435121,365.10899805095494,84.60808424043634,0.6189600000000001,3,1
Feature,"{ ""height"": 3.1077225208282471, ""confidence"": 0.99489998817443803 }",1384,3,0.9044,3.0,184.5586392850059,61.40966098040985,438936.880079048,4462243.358956443,148.8455489247331,50.18275745790134,0.68118,3,0
Feature,"{ ""height"": 3.5158753395080562, ""confidence"": 0.97500002384185702 }",1410,3,0.8666,3.0,184.06990651589297,70.35162774066671,438472.5585331241,4461545.53437887,156.66352862634125,57.08652845081076,0.76514,3,3
Feature,"{ ""height"": 3.5917646884918208, ""confidence"": 0.98339998722076405 }",1449,3,0.8905,2.0,87.6907996693939,39.80916812875577,439267.1910540455,4461618.26518095,164.63038448739331,54.36091759155272,0.7717400000000001,3,4
Feature,"{ ""height"": 3.2892332077026358, ""confidence"": 0.99220001697540205 }",1454,3,0.448,3.0,186.86646937065143,59.91869864747238,438532.22454256203,4461957.693162717,158.99998590795548,57.423694746400244,0.89688,3,0
Feature,"{ ""height"": 4.0897030830383301, ""confidence"": 0.99370002746582009 }",1457,3,0.8608,3.0,164.50734604955647,59.14331271338669,440110.6982238492,4462187.6893066075,194.6672408281255,60.76672928671494,0.8046199999999999,3,2
Feature,"{ ""height"": 4.9332447052001953, ""confidence"": 0.9980000257492061 }",1474,3,0.8977,,233.30904375931416,66.61301723364866,439055.7438862597,4461424.098408528,155.98563657721544,51.60647753833918,0.78698,3,3
Feature,"{ ""height"": 2.8604943752288823, ""confidence"": 0.97450000047683705 }",1504,3,0.4024,3.0,123.4530140660036,54.20463834240635,438530.68390316854,4461538.063108795,168.78690711631913,60.315926330462844,0.8579800000000001,3,3
Feature,"{ ""height"": 3.4501147270202632, ""confidence"": 0.97680002450942904 }",1540,3,0.7357,3.0,202.8629476863005,60.496181727107846,439275.5097497127,4461107.958881494,170.65791139132298,54.541367902444435,0.7887799999999999,3,3
Feature,"{ ""height"": 4.9710497856140137, ""confidence"": 0.98320001363754206 }",1606,3,0.9029,3.0,191.27968303812003,58.63927388267703,438899.4057058758,4461847.053384549,171.60898939866195,53.670297184187916,0.88466,3,0
Feature,"{ ""height"": 4.4828948974609366, ""confidence"": 0.93680000305175704 }",1619,3,0.7858,3.0,117.98452723825928,43.9676271301336,438972.9826873455,4461883.832621134,164.08699630337452,53.679551514822755,0.8955200000000001,3,4
Feature,"{ ""height"": 5.0625, ""confidence"": 0.98140001296997004 }",1644,3,0.8955,3.0,110.95455835895532,42.7437991798097,438979.9444907571,4462565.9458364835,169.76782018834706,53.728971018937855,0.73148,3,0
Feature,"{ ""height"": 4.1029558181762686, ""confidence"": 0.99669998884201005 }",1659,3,0.8702,3.0,155.6353085611189,54.41438282190859,438920.8372102115,4461928.415298846,178.73786429406215,54.5152753963416,0.8911999999999999,3,0
Feature,"{ ""height"": 1.8857262134552, ""confidence"": 1.0 }",1719,2,0.1782,3.0,248.78475804702168,94.69361891393535,440396.49408271676,4461044.486620185,390.13157188189314,81.77640330947304,0.62302,3,1
Feature,"{ ""height"": 4.6722450256347656, ""confidence"": 1.0 }",1722,3,0.8511,2.0,216.44494584949229,59.33365916720635,440208.7988872658,4461931.085535877,236.8800474516253,68.13641585400913,0.55476,3,2
Feature,"{ ""height"": 4.3718276023864746, ""confidence"": 0.99970000982284513 }",1799,3,0.8426,3.0,162.6756054264046,53.99081744580229,440038.6057745008,4461922.63230495,182.33700225833286,57.22119316374578,0.7099,3,2
Feature,"{ ""height"": 2.1273148059844971, ""confidence"": 1.0 }",1808,0,0.331,3.0,67.0628868672404,34.14038821243528,440159.29034677515,4462436.495855547,183.77733350641125,58.23889232848207,0.7356400000000001,3,4
Feature,"{ ""height"": 3.657927274703979, ""confidence"": 0.99750000238418512 }",1845,3,0.8905,3.0,208.70739072507465,65.01212285566065,439539.4831508538,4461122.821112509,200.62388322938577,56.48525080561393,0.67452,3,3
Feature,"{ ""height"": 1.7603387832641602, ""confidence"": 0.95219999551773005 }",1865,2,0.1007,,103.91350664439902,49.56507272625425,440425.0989815332,4462171.78068532,201.24970666248655,64.0557389546859,0.7184200000000001,3,2
Feature,"{ ""height"": 3.2465493679046631, ""confidence"": 0.99970000982284513 }",1888,3,0.8672,3.0,192.10187299539817,63.69937123153721,439021.0772709403,4461670.138611735,179.56872253428168,58.202257633783574,0.90098,3,3
Feature,"{ ""height"": 2.6625790596008301, ""confidence"": 0.99519997835159313 }",1910,3,0.7987,3.0,139.26309354801555,59.79863711290768,438720.53940547846,4461493.95067678,132.9771670717711,53.212830375391434,0.65714,3,3
Feature,"{ ""height"": 4.0895252227783203, ""confidence"": 0.99610000848770108 }",1919,3,0.8927,2.0,200.56679869799623,62.297707348905696,439111.10598676326,4461380.9971024925,210.05239179812844,62.935154620754055,0.90242,3,3
Feature,"{ ""height"": 4.4115314483642578, ""confidence"": 0.98790001869201605 }",1943,3,0.849,3.0,222.06007065223164,67.80787903237247,440032.9286679408,4462120.6993313525,195.139774465995,61.24987595200794,0.80214,3,2
Feature,"{ ""height"": 3.4673712253570552, ""confidence"": 0.98760002851486206 }",1951,3,0.8281,,225.2283249780054,64.2953614098085,438582.2972010613,4461555.0733778495,134.88944792761154,55.78372662165625,0.80146,3,3
Feature,"{ ""height"": 3.5953390598297119, ""confidence"": 0.99550002813339211 }",2005,3,0.728,3.0,170.96792961682291,52.32245675087844,438852.3650145469,4462244.085453019,191.74702339924437,59.23674947444407,0.7884,3,0
Feature,"{ ""height"": 3.9462389945983882, ""confidence"": 0.97769999504089311 }",2017,3,0.8608,3.0,218.92220799457448,65.30075393725973,438929.6245020834,4462311.321254825,182.15616772369407,56.64109003716781,0.76184,3,0
Feature,"{ ""height"": 3.4419844150543208, ""confidence"": 0.99970000982284513 }",2027,3,0.766,3.0,184.6965989763433,56.705634320507805,438472.3596030606,4461492.083402853,156.53819013425118,59.81572713484254,0.7852600000000001,3,3
Feature,"{ ""height"": 3.0652709007263179, ""confidence"": 0.96740001440048207 }",2047,3,0.8815,3.0,127.29598664722916,48.47223333649409,439223.9705285333,4461733.514663026,155.42404115568638,53.86376571572423,0.7650199999999999,3,4
Feature,"{ ""height"": 3.4844598770141602, ""confidence"": 0.97670000791549605 }",2048,3,0.9105,,238.10747988924817,61.87076234681447,439015.14211135375,4461844.391336641,140.06240577317672,50.09892447148659,0.87058,3,0
Feature,"{ ""height"": 4.6934819221496582, ""confidence"": 0.99879997968673706 }",2056,3,0.1242,3.0,87.8231372678954,37.48575991943467,439898.9056581603,4461933.264382713,209.15640572698075,63.38349850549772,0.8392199999999999,3,4
Feature,"{ ""height"": 2.8836734294891349, ""confidence"": 1.0 }",2094,3,0.1919,3.0,76.30338965844976,35.040384469941515,439306.56521920144,4462157.858271063,130.28900637208022,46.111989445365,0.59186,3,4
Feature,"{ ""height"": 2.0024154186248779, ""confidence"": 0.99879997968673706 }",2135,3,0.3894,3.0,42.446395644522696,26.57604432562581,439410.78660454636,4461139.812117891,202.74122179967853,61.32539538274084,0.8580400000000001,3,4
Feature,"{ ""height"": 2.575447559356689, ""confidence"": 0.99659997224807706 }",2170,3,0.9101,3.0,182.1466299518018,63.31585089717723,439049.0960635341,4461461.603709075,166.21811933871794,52.26591080563346,0.7845,3,3
Feature,"{ ""height"": 3.3200826644897461, ""confidence"": 0.99739998579025213 }",2187,3,0.4203,,100.2650895855317,40.475740116889064,439021.33216332004,4462245.213261041,192.26927688458346,59.33109213240158,0.81662,3,4
Feature,"{ ""height"": 4.4122505187988281, ""confidence"": 1.0 }",2226,3,0.9064,3.0,181.67738759672525,55.99647670044022,438991.8424251542,4461279.9482175885,177.41039573305892,55.46256746693259,0.7795799999999999,3,3
Feature,"{ ""height"": 3.49809718132019, ""confidence"": 0.99089998006820612 }",2273,3,0.7581,3.0,123.44218253595594,44.745588649773495,440280.7755006837,4461845.259140727,194.1412069345243,56.6173209540652,0.53778,3,2
Feature,"{ ""height"": 3.8965146541595459, ""confidence"": 0.99949997663497903 }",2312,3,0.1231,2.0,96.1923461625421,39.79867696382186,439122.45928860956,4462094.282757819,125.72459236866646,45.70798330925678,0.58448,3,4
Feature,"{ ""height"": 5.9731650352478027, ""confidence"": 0.96369999647140503 }",2314,3,0.6479,,225.56291911630208,66.59517987298412,440579.89544647984,4461237.543809348,394.77593966803704,87.3960911176633,0.5290799999999999,3,2
Feature,"{ ""height"": 4.6469545364379883, ""confidence"": 0.98989999294281006 }",2333,3,0.8488,3.0,321.2011729629991,84.19946810358506,440378.03076948976,4462204.119461714,160.0782967068571,55.70830130958403,0.7139200000000001,3,2
Feature,"{ ""height"": 2.3561832904815669, ""confidence"": 0.99000000953674305 }",2364,3,0.8239,1.0,150.23489939100804,53.01571146546112,440297.18681909674,4462338.693120783,196.62183813650216,58.95962849345951,0.62592,3,2
Feature,"{ ""height"": 6.2324447631835938, ""confidence"": 0.96759998798370306 }",2515,3,0.8268,3.0,468.13361548639614,89.88975233370472,438868.780583076,4461057.436213385,122.9722549859732,48.2049991629748,0.49984,3,1
Feature,"{ ""height"": 5.7972531318664551, ""confidence"": 0.98500001430511408 }",2564,0,0.4683,3.0,409.9848208788029,82.94252433553169,439761.8872573991,4461090.006847442,198.6653221572895,57.76792871596899,0.77056,3,1
Feature,"{ ""height"": 4.4411468505859366, ""confidence"": 0.99870002269744806 }",2644,2,0.5191,3.0,310.4193821303735,78.63170016894017,440263.1928184687,4462507.8111494705,164.58494158862908,53.836430752763704,0.68688,3,2
