Source_File,Class_ID,Class_Name,Confidence,Normalized_X_Center,Normalized_Y_Center,Normalized_Width,Normalized_Height
2027.png,3,Residential,0.9031,0.464678,0.488674,0.331339,0.332651
2027.png,3,Residential,0.8649,0.100436,0.604223,0.200872,0.481329
2027.png,3,Residential,0.8001,0.889321,0.630255,0.221358,0.50355
2048.png,3,Residential,0.7619,0.465129,0.477259,0.34991,0.390453
2048.png,3,Residential,0.3598,0.073994,0.819858,0.147989,0.318399
2048.png,3,Residential,0.3081,0.939939,0.453302,0.120121,0.478719
2048.png,3,Residential,0.19,0.06902,0.680279,0.13804,0.609905
2056.png,3,Residential,0.9036,0.872758,0.491738,0.254484,0.324923
2056.png,3,Residential,0.8986,0.489343,0.471648,0.464138,0.333392
2056.png,3,Residential,0.8736,0.086088,0.473817,0.171829,0.319501
2094.png,3,Residential,0.7624,0.906071,0.440473,0.187858,0.264664
2094.png,3,Residential,0.158,0.496279,0.485399,0.466259,0.397143
2135.png,3,Residential,0.9145,0.496422,0.479297,0.462903,0.35408
2135.png,3,Residential,0.9032,0.093979,0.467172,0.18779,0.344921
2135.png,3,Residential,0.8443,0.921304,0.47509,0.157111,0.343231
2170.png,3,Residential,0.7982,0.48486,0.493721,0.403139,0.492908
2187.png,3,Residential,0.9097,0.472964,0.490733,0.489682,0.619838
2187.png,3,Residential,0.8243,0.437019,0.070253,0.438145,0.140507
2226.png,3,Residential,0.9012,0.419116,0.133384,0.402914,0.266767
2226.png,3,Residential,0.8403,0.440729,0.49103,0.402906,0.309227
225.png,3,Residential,0.888,0.492946,0.465984,0.43454,0.35247
225.png,3,Residential,0.2021,0.156032,0.835142,0.312064,0.32432
225.png,3,Residential,0.1112,0.094133,0.950717,0.188266,0.093853
2273.png,3,Residential,0.9005,0.49016,0.477985,0.465327,0.391392
2273.png,3,Residential,0.8392,0.889441,0.604886,0.220585,0.43843
2273.png,3,Residential,0.7532,0.080513,0.516577,0.160653,0.440833
2312.png,3,Residential,0.8845,0.458695,0.487263,0.457251,0.384219
2312.png,3,Residential,0.884,0.649511,0.902401,0.365412,0.195199
2312.png,3,Residential,0.463,0.069057,0.455416,0.138114,0.366483
2333.png,3,Residential,0.8532,0.558739,0.24035,0.621744,0.478143
2333.png,3,Residential,0.7767,0.084609,0.267318,0.169095,0.399596
2364.png,2,Commercial,0.8199,0.499215,0.495822,0.644132,0.797278
2515.png,3,Residential,0.8825,0.470453,0.484817,0.35954,0.393763
2515.png,3,Residential,0.8796,0.518115,0.888452,0.310952,0.220174
2515.png,3,Residential,0.6102,0.467937,0.106591,0.443683,0.213183
2564.png,3,Residential,0.8919,0.466618,0.4868,0.298109,0.445356
2564.png,3,Residential,0.7945,0.859184,0.528409,0.273197,0.394596
2644.png,3,Residential,0.2499,0.459862,0.41396,0.343236,0.518053
269.png,3,Residential,0.8999,0.509885,0.482865,0.360432,0.421888
269.png,3,Residential,0.7598,0.441108,0.101446,0.286625,0.202881
269.png,3,Residential,0.2946,0.937947,0.583156,0.121078,0.226025
2790.png,3,Residential,0.8901,0.883901,0.468438,0.232197,0.484321
2790.png,3,Residential,0.7592,0.483249,0.485417,0.406339,0.325417
2828.png,3,Residential,0.9101,0.47581,0.496986,0.36835,0.472136
2828.png,3,Residential,0.5404,0.500923,0.037991,0.309616,0.075466
2842.png,0,Apartment,0.8673,0.433819,0.864837,0.532266,0.270326
2842.png,3,Residential,0.4728,0.410485,0.092982,0.636264,0.185964
2842.png,3,Residential,0.1831,0.593582,0.075332,0.272795,0.150663
2842.png,0,Apartment,0.1211,0.448484,0.473501,0.55225,0.36045
2845.png,3,Residential,0.8933,0.445979,0.489995,0.498587,0.442793
2900.png,3,Residential,0.8096,0.465052,0.487969,0.498513,0.388889
2900.png,3,Residential,0.4893,0.381527,0.879691,0.291901,0.224846
2945.png,3,Residential,0.8998,0.092147,0.473226,0.183449,0.322907
2945.png,3,Residential,0.8655,0.507171,0.495751,0.482416,0.345797
2945.png,3,Residential,0.8502,0.905706,0.634354,0.185456,0.649493
2971.png,3,Residential,0.8632,0.698611,0.432485,0.571572,0.780591
2971.png,3,Residential,0.8441,0.164933,0.437403,0.328489,0.413015
2976.png,3,Residential,0.8771,0.470446,0.494241,0.426567,0.427228
301.png,3,Residential,0.8591,0.116146,0.508659,0.232293,0.340951
301.png,3,Residential,0.8438,0.488965,0.462799,0.467196,0.360197
301.png,3,Residential,0.5841,0.470013,0.949991,0.369297,0.099954
3014.png,3,Residential,0.9251,0.49249,0.479289,0.440189,0.438551
3014.png,3,Residential,0.5523,0.391424,0.108242,0.241497,0.215669
