epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,122.941,1.45293,1.34216,1.86828,0.87761,0.36385,0.4602,0.29704,1.26338,1.11258,1.84549,0.000693042,0.000693042,0.000693042
78,124.561,1.40486,1.38676,1.86028,0.88149,0.36789,0.48281,0.3275,1.27924,1.06051,1.85471,0.000687542,0.000687542,0.000687542
79,126.093,1.42409,1.3442,1.8713,0.82019,0.41124,0.66967,0.46945,1.29142,1.04666,1.877,0.000682043,0.000682043,0.000682043
80,127.623,1.38734,1.33031,1.8305,0.58088,0.54797,0.5732,0.36981,1.28495,1.14214,1.87324,0.000676543,0.000676543,0.000676543
81,129.16,1.40737,1.36572,1.83816,0.86651,0.40088,0.69673,0.44348,1.28955,1.03877,1.84286,0.000671044,0.000671044,0.000671044
82,130.694,1.4082,1.30917,1.83965,0.65836,0.41285,0.52343,0.34198,1.23113,1.05198,1.80389,0.000665545,0.000665545,0.000665545
83,132.204,1.38929,1.33037,1.81963,0.84347,0.38745,0.50727,0.33399,1.27119,1.05517,1.84371,0.000660045,0.000660045,0.000660045
84,133.759,1.40762,1.26311,1.81672,0.85152,0.42071,0.58835,0.38868,1.23796,1.00246,1.82967,0.000654546,0.000654546,0.000654546
85,135.215,1.37504,1.30281,1.82635,0.83216,0.43745,0.67941,0.45246,1.2556,0.99441,1.83726,0.000649046,0.000649046,0.000649046
86,136.811,1.40028,1.30888,1.82702,0.84229,0.37365,0.57202,0.38698,1.2608,1.0471,1.85988,0.000643547,0.000643547,0.000643547
87,138.303,1.4299,1.33075,1.85706,0.82238,0.45863,0.54686,0.37149,1.22631,1.00871,1.82166,0.000638047,0.000638047,0.000638047
88,139.813,1.38964,1.26661,1.83309,0.84826,0.42269,0.69632,0.50864,1.2626,0.96041,1.86347,0.000632548,0.000632548,0.000632548
89,141.354,1.40253,1.28695,1.79167,0.592,0.58284,0.71211,0.49694,1.26771,0.96972,1.84042,0.000627048,0.000627048,0.000627048
90,142.855,1.38814,1.29764,1.81886,0.86172,0.42338,0.75632,0.53171,1.23686,0.96738,1.81951,0.000621549,0.000621549,0.000621549
91,144.372,1.38119,1.32886,1.80946,0.88115,0.3919,0.70718,0.49997,1.2416,0.98176,1.83343,0.000616049,0.000616049,0.000616049
92,145.905,1.3666,1.24627,1.80861,0.61994,0.58185,0.7191,0.51484,1.18484,0.94515,1.77472,0.00061055,0.00061055,0.00061055
93,147.425,1.3633,1.26431,1.79091,0.62528,0.58896,0.72751,0.51236,1.24662,0.9721,1.78533,0.000605051,0.000605051,0.000605051
94,149.025,1.36662,1.29174,1.78113,0.89976,0.43975,0.72678,0.49153,1.19102,0.95045,1.76953,0.000599551,0.000599551,0.000599551
95,150.532,1.34851,1.23439,1.76849,0.8675,0.45503,0.73975,0.53213,1.19553,0.94695,1.77684,0.000594052,0.000594052,0.000594052
96,152.039,1.36555,1.24524,1.77722,0.74661,0.52439,0.66563,0.45389,1.21612,0.95086,1.80381,0.000588552,0.000588552,0.000588552
97,153.554,1.34693,1.26262,1.7747,0.85026,0.46809,0.71913,0.5263,1.22309,0.91697,1.8072,0.000583053,0.000583053,0.000583053
98,155.081,1.35024,1.2249,1.78706,0.86252,0.47908,0.75377,0.56694,1.20124,0.88225,1.78315,0.000577553,0.000577553,0.000577553
99,156.584,1.37602,1.21502,1.8004,0.88284,0.46782,0.73888,0.55319,1.18409,0.89676,1.77915,0.000572054,0.000572054,0.000572054
100,158.107,1.36201,1.18075,1.77839,0.93385,0.42915,0.72963,0.5186,1.17635,0.93884,1.78127,0.000566554,0.000566554,0.000566554
101,159.594,1.35648,1.2245,1.7809,0.83836,0.47531,0.53691,0.37955,1.16542,0.93122,1.75625,0.000561055,0.000561055,0.000561055
102,161.239,1.33782,1.23498,1.75713,0.88567,0.44669,0.55505,0.38095,1.17054,0.9081,1.72851,0.000555556,0.000555556,0.000555556
103,162.749,1.31604,1.1717,1.75378,0.87504,0.49213,0.60023,0.44237,1.16492,0.86628,1.74443,0.000550056,0.000550056,0.000550056
104,164.211,1.31286,1.20457,1.7622,0.64453,0.5974,0.77605,0.54151,1.14331,0.85108,1.73249,0.000544557,0.000544557,0.000544557
105,165.746,1.31819,1.17298,1.7491,0.62578,0.61425,0.79197,0.57201,1.13602,0.88253,1.73398,0.000539057,0.000539057,0.000539057
